"","x1","x2","x3","y_true"
"1",0.998247264998727,2.08505944480365,2.98532249677867,4.17281559275583
"2",1.01939187953978,2.57377827868207,2.86026926291874,7.71834197142936
"3",0.998263602189745,3.18684529881617,3.05645605476217,9.5176595811717
"4",0.992277396269124,0.758963453753652,3.08401504206321,-1.87090153055966
"5",0.997062605906074,1.48406900524525,3.17710760744235,0.499681152068533
"6",1.00727170931336,1.7220377124214,2.97210260250264,2.07395184159868
"7",0.98972105699842,2.07553856882121,3.17063040826487,3.60840575860068
"8",1.00310908030806,3.1219090995855,2.91366693389941,9.58793255374474
"9",0.994985508086319,1.15289115049942,2.9506742276559,0.147961238781321
"10",1.00345027730547,1.59751136698384,2.96003423710693,2.44416003482691
"11",0.993990507474496,2.39314781593496,3.16252797234665,5.42460752648328
"12",0.998739029027454,3.07587746724259,3.04520754151066,8.99275313915538
"13",0.999218518286043,1.75041533398706,3.01138453692318,3.24940732593749
"14",0.99970250638893,1.49898971074813,3.02378885183765,1.52120353220013
"15",0.988216986390308,2.31103907314074,3.01927622541763,5.12180303518408
"16",1.00294395923209,2.95035362574889,2.77683628470847,8.94631024109377
"17",0.994666659621901,0.0321659331012292,3.20552309118428,-7.24026710768077
"18",0.986263516351026,2.33132646115978,3.12837205463848,5.46256143471593
"19",1.00367686652398,2.84127484230613,3.12824791745247,7.25500012249527
"20",1.01187862315537,3.14733382747799,2.98128780157943,9.46003415038879
"21",0.993297648879206,1.86840894974624,3.03858725461451,3.89696209003074
"22",1.00043781067833,2.55019823521918,3.10301724886932,6.28393986678415
"23",1.00254698888831,1.73453566207788,3.18445541207979,2.92044287419292
"24",1.00580894468469,1.06246082484292,3.02185020684238,-0.83139593454004
"25",1.01026726040866,2.15202919301061,2.89461995662818,4.82941975282928
"26",1.00130169107586,1.72973270160492,2.9330422970371,3.10241662535043
"27",0.987504175254438,0.99422608640371,3.03997291807587,-2.19064471778084
"28",0.994678141374255,2.0199487717325,3.00041008520891,3.50452979010372
"29",1.00925516442021,-0.377901956865603,2.99403027927736,-6.18581377555377
